nome,apelido,data_nascimento,posicao,mao
Hugo,Silva,1997-01-15,Pivot,Esquerda
Paulo,Santos,1992-01-10,Ponta Direita,Direita
Miguel,Guerreiro,1997-01-06,Ponta Direita,Direita
Jorge,Cardoso,1999-03-25,Pivot,Direita
Fernando,Rodrigues,2004-11-24,Lateral Direito,Esquerda
Nuno,Sousa,1993-09-20,Guarda-Redes,Esquerda
Marco,Ribeiro,2003-02-06,Pivot,Esquerda
Hugo,Dias,1993-03-15,Ponta Direita,Direita
Carlos,Oliveira,2000-11-14,Ponta Direita,Direita
Marco,Sousa,1998-12-11,Central,Esquerda
Gabriel,Gomes,1994-07-31,Guarda-Redes,Esquerda
Rui,Silva,1992-04-09,Guarda-Redes,Esquerda
Daniel,Nunes,1997-10-16,Guarda-Redes,Esquerda
Carlos,Gomes,2003-12-14,Ponta Direita,Esquerda
Jorge,Silva,2000-12-11,Central,Direita
Gonçalo,Guerreiro,1997-07-01,Central,Esquerda
Manuel,Santos,1994-06-21,Guarda-Redes,Direita
Fernando,Sousa,1997-08-03,Guarda-Redes,Esquerda
Eduardo,Guerreiro,1995-05-25,Ponta Esquerda,Esquerda
Guilherme,Fernandes,1996-05-29,Lateral Direito,Esquerda
Diogo,Costa,2001-08-19,Lateral Esquerdo,Direita
Marco,Cardoso,2001-12-24,Lateral Direito,Esquerda
Miguel,Almeida,1995-09-23,Lateral Direito,Esquerda
André,Silva,2000-12-09,Lateral Esquerdo,Direita
Jorge,Almeida,1994-12-31,Ponta Esquerda,Esquerda
André,Pereira,2004-07-25,Lateral Direito,Direita
Gabriel,Correia,2005-04-26,Guarda-Redes,Direita
David,Martins,2002-04-21,Pivot,Esquerda
Miguel,Santos,2001-04-24,Lateral Esquerdo,Direita
Vasco,Mendes,2005-02-25,Ponta Direita,Direita
Bruno,Henriques,1995-02-07,Lateral Direito,Esquerda
Carlos,Monteiro,1999-03-11,Lateral Direito,Esquerda
Gabriel,Almeida,1990-05-23,Lateral Esquerdo,Esquerda
Daniel,Cardoso,1998-10-06,Lateral Esquerdo,Direita
Nuno,Silva,1995-03-27,Central,Esquerda
Rafael,Rodrigues,1997-11-26,Ponta Direita,Esquerda
Francisco,Rodrigues,2004-11-10,Lateral Direito,Esquerda
André,Monteiro,2002-04-27,Guarda-Redes,Direita
Gonçalo,Dias,1999-03-29,Ponta Direita,Esquerda
Daniel,Vieira,1991-11-15,Lateral Direito,Direita
Tiago,Rocha,1990-02-06,Lateral Esquerdo,Direita
Luís,Ferreira,1997-05-19,Lateral Direito,Direita
Rafael,Marques,1994-05-16,Central,Esquerda
Pedro,Fernandes,1991-01-02,Pivot,Direita
Daniel,Pereira,1993-03-11,Pivot,Esquerda
Rafael,Martins,2004-05-13,Pivot,Esquerda
Ricardo,Teixeira,1995-01-02,Ponta Esquerda,Direita
Nuno,Correia,1991-12-16,Central,Direita
Daniel,Teixeira,1999-03-21,Lateral Esquerdo,Esquerda
Tiago,Silva,1993-08-08,Ponta Esquerda,Esquerda
Rafael,Henriques,1996-09-04,Ponta Direita,Direita
Carlos,Fernandes,2001-08-03,Central,Esquerda
Manuel,Silva,1994-07-09,Ponta Direita,Direita
Daniel,Costa,1996-03-05,Guarda-Redes,Esquerda
Hugo,Fernandes,2005-08-22,Central,Direita
Gabriel,Guerreiro,2001-01-16,Ponta Direita,Direita
Fernando,Cardoso,2003-11-24,Ponta Esquerda,Esquerda
Vasco,Reis,1996-07-29,Central,Esquerda
Ricardo,Pinto,1993-01-03,Central,Direita
Daniel,Rodrigues,2000-04-27,Ponta Esquerda,Direita
Tiago,Pereira,2000-04-16,Ponta Esquerda,Direita
Francisco,Fernandes,1999-10-02,Guarda-Redes,Direita
Gonçalo,Ferreira,1990-04-12,Ponta Direita,Direita
Eduardo,Correia,1994-01-12,Lateral Esquerdo,Direita
Fernando,Silva,2003-01-31,Pivot,Esquerda
Paulo,Rodrigues,1998-05-15,Central,Direita
Vasco,Fernandes,1991-08-14,Central,Direita
Tiago,Costa,1998-04-26,Pivot,Esquerda
Bruno,Fonseca,2005-04-16,Central,Direita
Fernando,Teixeira,2002-08-30,Lateral Esquerdo,Esquerda
José,Reis,1995-08-01,Lateral Direito,Esquerda
Daniel,Martins,1992-07-02,Ponta Direita,Direita
Rafael,Oliveira,2001-02-24,Lateral Direito,Direita
Bruno,Rocha,2003-08-07,Ponta Esquerda,Direita
Diogo,Ribeiro,1992-12-25,Ponta Esquerda,Esquerda
David,Cardoso,1992-02-25,Guarda-Redes,Esquerda
Rui,Oliveira,2000-03-30,Guarda-Redes,Esquerda
Carlos,Rodrigues,1998-10-03,Central,Direita
Rafael,Nunes,2003-03-15,Guarda-Redes,Direita
Manuel,Vieira,1994-09-15,Central,Direita
Vasco,Guerreiro,2003-06-29,Guarda-Redes,Esquerda
André,Marques,1995-02-28,Central,Direita
Eduardo,Martins,1994-03-07,Lateral Esquerdo,Esquerda
Francisco,Cardoso,1996-04-16,Pivot,Direita
Bruno,Almeida,1996-03-19,Lateral Esquerdo,Esquerda
Eduardo,Rocha,1997-08-30,Central,Direita
André,Marques,1997-06-03,Lateral Esquerdo,Direita
Carlos,Santos,1992-08-22,Lateral Esquerdo,Esquerda
Guilherme,Marques,2005-05-04,Ponta Direita,Direita
Rafael,Fernandes,1993-08-26,Pivot,Direita
Eduardo,Sousa,2001-10-01,Ponta Direita,Esquerda
Marco,Henriques,2003-10-10,Central,Esquerda
Fernando,Marques,1992-02-18,Ponta Esquerda,Direita
André,Guerreiro,1991-08-13,Ponta Direita,Direita
Luís,Fernandes,1994-08-21,Central,Esquerda
Luís,Henriques,2000-06-02,Lateral Direito,Direita
José,Ribeiro,1991-12-21,Central,Esquerda
Jorge,Henriques,1994-06-04,Ponta Esquerda,Esquerda
Paulo,Marques,1995-03-08,Ponta Esquerda,Esquerda
David,Carvalho,1992-03-16,Lateral Direito,Esquerda
Jorge,Fonseca,1996-09-18,Ponta Esquerda,Esquerda
Diogo,Pereira,1997-09-27,Lateral Direito,Esquerda
Pedro,Teixeira,2004-08-13,Guarda-Redes,Direita
Rui,Almeida,2002-05-14,Lateral Direito,Direita
Paulo,Ribeiro,2002-12-02,Lateral Direito,Esquerda
Luís,Marques,2005-03-16,Ponta Esquerda,Direita
Eduardo,Teixeira,1995-01-23,Pivot,Direita
Fernando,Pinto,1997-01-17,Lateral Direito,Direita
Paulo,Costa,2005-07-01,Ponta Direita,Esquerda
João,Correia,2004-10-28,Lateral Direito,Esquerda
Rui,Teixeira,2005-04-06,Lateral Direito,Esquerda
António,Almeida,2002-03-28,Guarda-Redes,Esquerda
Luís,Ribeiro,1999-05-29,Central,Esquerda
Diogo,Pinto,2003-01-10,Lateral Direito,Esquerda
Nuno,Pereira,1998-07-20,Ponta Direita,Esquerda
Gabriel,Nunes,1995-09-02,Central,Esquerda
Guilherme,Fernandes,2000-08-02,Ponta Direita,Esquerda
Gonçalo,Almeida,2004-07-20,Lateral Esquerdo,Direita
Eduardo,Martins,2000-12-05,Guarda-Redes,Direita
Hugo,Almeida,1999-01-13,Lateral Direito,Esquerda
Eduardo,Fonseca,2002-07-24,Pivot,Direita
Hugo,Vieira,1997-03-23,Ponta Esquerda,Direita
Hugo,Costa,2000-05-12,Lateral Direito,Esquerda
Rui,Vieira,2004-03-25,Guarda-Redes,Esquerda
João,Ribeiro,2005-02-22,Guarda-Redes,Direita
Nuno,Martins,1992-04-15,Ponta Direita,Esquerda
João,Monteiro,1990-10-19,Ponta Esquerda,Esquerda
Eduardo,Rodrigues,1992-01-28,Lateral Direito,Esquerda
António,Guerreiro,2002-04-11,Ponta Direita,Direita
José,Gomes,1991-03-17,Pivot,Direita
Daniel,Pinto,2003-06-26,Ponta Esquerda,Direita
Rui,Ribeiro,1991-04-18,Central,Direita
Gonçalo,Reis,1997-04-15,Ponta Esquerda,Direita
Francisco,Monteiro,2005-01-31,Ponta Esquerda,Esquerda
Marco,Rodrigues,2003-10-24,Ponta Esquerda,Esquerda
David,Santos,1991-02-25,Guarda-Redes,Esquerda
Francisco,Rocha,1997-01-04,Pivot,Direita
Carlos,Ferreira,1995-06-04,Ponta Esquerda,Esquerda
Carlos,Guerreiro,1998-05-16,Ponta Direita,Esquerda
David,Nunes,1997-08-29,Lateral Direito,Esquerda
Francisco,Silva,1999-05-21,Ponta Direita,Direita
Diogo,Almeida,1998-03-06,Central,Esquerda
Jorge,Carvalho,1996-01-06,Lateral Direito,Direita
Luís,Martins,2005-04-05,Pivot,Esquerda
André,Rodrigues,1999-05-09,Guarda-Redes,Esquerda
Gabriel,Gomes,1995-12-20,Central,Esquerda
Luís,Ribeiro,1999-06-01,Lateral Esquerdo,Direita
Rafael,Silva,2000-04-20,Ponta Direita,Esquerda
Rafael,Henriques,1992-10-23,Lateral Esquerdo,Esquerda
Fernando,Santos,1998-07-22,Pivot,Esquerda
Luís,Sousa,2005-01-26,Guarda-Redes,Direita
Carlos,Silva,1997-01-09,Lateral Direito,Esquerda
Gonçalo,Lopes,2005-10-30,Ponta Direita,Esquerda
Hugo,Reis,1994-08-05,Pivot,Esquerda
José,Dias,1996-04-13,Central,Direita
Bruno,Gomes,2002-09-14,Guarda-Redes,Direita
Nuno,Rocha,2003-05-08,Central,Direita
Manuel,Vieira,1997-12-29,Guarda-Redes,Esquerda
Daniel,Rocha,2004-04-26,Guarda-Redes,Esquerda
Nuno,Henriques,1990-06-17,Guarda-Redes,Esquerda
Carlos,Vieira,2004-06-02,Guarda-Redes,Direita
José,Santos,1999-01-16,Lateral Esquerdo,Esquerda
Tomás,Silva,1999-04-06,Lateral Direito,Direita
Carlos,Teixeira,1996-03-10,Lateral Esquerdo,Direita
Diogo,Correia,1993-01-16,Central,Esquerda
Hugo,Henriques,1999-11-29,Guarda-Redes,Esquerda
João,Oliveira,1992-05-11,Lateral Esquerdo,Esquerda
Miguel,Reis,1996-12-17,Lateral Esquerdo,Direita
António,Costa,1993-07-08,Ponta Esquerda,Esquerda
Jorge,Vieira,2003-05-18,Guarda-Redes,Esquerda
Ricardo,Santos,2002-09-11,Guarda-Redes,Esquerda
Eduardo,Martins,1994-08-20,Ponta Direita,Direita
Guilherme,Nunes,1994-07-31,Lateral Esquerdo,Direita
Bruno,Lopes,2005-06-14,Ponta Esquerda,Esquerda
Paulo,Oliveira,1999-03-13,Central,Direita
David,Sousa,1990-11-05,Pivot,Direita
Fernando,Reis,2005-01-29,Central,Esquerda
Manuel,Guerreiro,1990-07-07,Central,Direita
Rui,Lopes,1997-09-19,Pivot,Esquerda
Guilherme,Gomes,2000-11-27,Central,Esquerda
Jorge,Ferreira,1999-10-01,Central,Direita
José,Pinto,1997-07-28,Ponta Esquerda,Direita
Tomás,Costa,2005-01-03,Central,Direita
Ricardo,Gomes,2001-02-27,Central,Direita
Guilherme,Costa,2003-12-26,Lateral Esquerdo,Direita
Miguel,Oliveira,1997-01-09,Pivot,Direita
Luís,Lopes,1993-04-21,Pivot,Direita
António,Carvalho,1995-02-12,Central,Direita
José,Rodrigues,2005-12-05,Central,Direita
Gabriel,Correia,1991-02-11,Lateral Direito,Direita
Vasco,Gomes,1990-05-22,Lateral Direito,Esquerda
Nuno,Mendes,2003-11-21,Pivot,Direita
Carlos,Nunes,1991-03-08,Pivot,Esquerda
André,Costa,2004-04-02,Pivot,Esquerda
Fernando,Rocha,1995-09-23,Ponta Direita,Esquerda
Miguel,Mendes,1992-04-07,Ponta Esquerda,Esquerda
Guilherme,Oliveira,1990-02-13,Lateral Direito,Esquerda
Pedro,Cardoso,2004-08-25,Pivot,Esquerda
David,Almeida,1998-06-29,Pivot,Direita
Manuel,Correia,2004-06-05,Lateral Esquerdo,Direita
Carlos,Santos,2001-02-14,Ponta Esquerda,Esquerda
Rafael,Dias,2001-01-11,Ponta Esquerda,Esquerda
Gonçalo,Almeida,2002-09-26,Ponta Esquerda,Esquerda
Pedro,Rocha,1993-08-13,Guarda-Redes,Esquerda
David,Fernandes,1991-03-31,Pivot,Direita
Rui,Pinto,1998-12-06,Central,Direita
José,Nunes,1993-04-25,Lateral Direito,Esquerda
Gabriel,Martins,1998-07-06,Lateral Direito,Esquerda
Nuno,Marques,2005-03-11,Pivot,Direita
Rafael,Henriques,2002-10-26,Lateral Direito,Direita
Rui,Pinto,1999-01-12,Ponta Esquerda,Esquerda
Tiago,Monteiro,1998-01-08,Pivot,Direita
Hugo,Guerreiro,1997-11-14,Ponta Direita,Direita
Eduardo,Ferreira,1990-01-15,Lateral Esquerdo,Direita
Rafael,Cardoso,2001-07-22,Lateral Esquerdo,Esquerda
João,Santos,1993-03-17,Ponta Direita,Esquerda
Jorge,Mendes,2000-07-27,Lateral Direito,Esquerda
André,Santos,2001-09-04,Guarda-Redes,Esquerda
Gabriel,Sousa,2000-10-22,Central,Direita
João,Carvalho,1994-12-02,Ponta Direita,Direita
Paulo,Oliveira,1994-12-21,Ponta Esquerda,Direita
André,Henriques,1991-03-12,Guarda-Redes,Esquerda
Pedro,Dias,2002-03-29,Lateral Esquerdo,Esquerda
Vasco,Pereira,2000-11-01,Ponta Esquerda,Direita
Tiago,Rocha,1998-03-06,Central,Direita
Bruno,Costa,2001-11-11,Central,Esquerda
Jorge,Pinto,1999-11-30,Ponta Direita,Esquerda
Carlos,Oliveira,1998-05-12,Ponta Direita,Esquerda
David,Pereira,2002-11-26,Lateral Esquerdo,Direita
António,Mendes,2003-02-12,Ponta Esquerda,Direita
André,Marques,1992-03-30,Guarda-Redes,Esquerda
Rafael,Pinto,1997-05-21,Lateral Esquerdo,Esquerda
Daniel,Correia,2004-03-09,Guarda-Redes,Direita
Francisco,Sousa,1995-06-18,Lateral Esquerdo,Direita
David,Almeida,2003-07-10,Lateral Esquerdo,Esquerda
Ricardo,Fonseca,2001-10-23,Central,Esquerda
Gonçalo,Oliveira,1995-01-02,Guarda-Redes,Direita
Hugo,Gomes,1997-01-18,Lateral Esquerdo,Direita
José,Monteiro,2000-12-29,Lateral Esquerdo,Direita
Tiago,Mendes,1990-10-12,Pivot,Direita
Tiago,Henriques,2005-11-16,Ponta Direita,Esquerda
Hugo,Santos,2005-09-19,Lateral Direito,Esquerda
David,Fonseca,1998-09-13,Pivot,Direita
João,Ferreira,2001-08-03,Central,Esquerda
Rafael,Mendes,2003-01-17,Lateral Esquerdo,Direita
Hugo,Pereira,2005-04-12,Ponta Esquerda,Direita
Eduardo,Fonseca,2001-11-27,Ponta Esquerda,Esquerda
Gabriel,Pinto,1991-11-13,Ponta Esquerda,Esquerda
Hugo,Correia,2000-12-27,Lateral Direito,Esquerda
João,Carvalho,1995-09-26,Central,Esquerda
Gabriel,Almeida,1996-12-17,Central,Esquerda
Fernando,Silva,1990-07-12,Central,Esquerda
David,Guerreiro,2002-08-08,Guarda-Redes,Direita
Bruno,Santos,1991-02-23,Lateral Esquerdo,Direita
Rafael,Ribeiro,2004-09-06,Central,Direita
Fernando,Costa,1996-09-18,Guarda-Redes,Esquerda
Nuno,Fonseca,1995-04-29,Ponta Direita,Esquerda
Vasco,Correia,1995-05-12,Central,Esquerda
Gabriel,Oliveira,1994-03-11,Lateral Esquerdo,Esquerda
António,Mendes,1993-09-17,Central,Esquerda
João,Reis,2004-12-22,Lateral Esquerdo,Direita
David,Guerreiro,1999-05-12,Lateral Esquerdo,Esquerda
Tiago,Guerreiro,1995-12-18,Lateral Direito,Esquerda
Jorge,Cardoso,2000-05-25,Lateral Esquerdo,Esquerda
Jorge,Mendes,2002-01-08,Ponta Esquerda,Direita
Tiago,Rodrigues,1994-01-14,Lateral Direito,Direita
Rui,Sousa,2000-05-03,Lateral Esquerdo,Direita
António,Silva,2002-05-26,Guarda-Redes,Esquerda
Paulo,Sousa,2004-11-24,Guarda-Redes,Esquerda
André,Teixeira,1992-11-30,Lateral Esquerdo,Esquerda
Paulo,Ribeiro,1992-05-02,Lateral Direito,Direita
Marco,Costa,2003-03-24,Ponta Direita,Direita
André,Nunes,1997-11-04,Central,Direita
João,Ferreira,2000-06-25,Central,Direita
Eduardo,Pinto,1992-12-06,Lateral Esquerdo,Esquerda
António,Monteiro,2004-02-13,Central,Direita
Marco,Guerreiro,2004-07-07,Lateral Direito,Esquerda
Daniel,Costa,1991-10-12,Guarda-Redes,Direita
Tomás,Ferreira,2004-04-23,Guarda-Redes,Direita
Miguel,Monteiro,1992-05-16,Lateral Esquerdo,Esquerda
António,Ribeiro,1995-04-02,Lateral Direito,Esquerda
Francisco,Vieira,1996-10-16,Ponta Direita,Direita
Rafael,Cardoso,2000-04-17,Lateral Direito,Esquerda
André,Rodrigues,2003-02-25,Lateral Esquerdo,Esquerda
Nuno,Nunes,1999-01-08,Lateral Direito,Direita
David,Fonseca,1996-03-06,Ponta Direita,Esquerda
Eduardo,Lopes,1997-12-20,Guarda-Redes,Direita
André,Gomes,1991-09-04,Central,Esquerda
Rui,Fonseca,2001-05-26,Pivot,Direita
António,Martins,1991-09-13,Ponta Direita,Direita
Carlos,Fonseca,2000-04-28,Guarda-Redes,Esquerda
Fernando,Rodrigues,1990-10-06,Pivot,Esquerda
Tomás,Rocha,1994-03-26,Ponta Direita,Esquerda
João,Teixeira,2005-11-30,Ponta Direita,Direita
Francisco,Rocha,1996-11-24,Ponta Esquerda,Esquerda
João,Silva,2002-03-07,Lateral Direito,Direita
Daniel,Gomes,1992-04-19,Lateral Direito,Esquerda
Carlos,Costa,1998-07-04,Central,Esquerda
Daniel,Fonseca,2001-01-22,Central,Esquerda
Eduardo,Correia,2002-04-28,Ponta Direita,Esquerda
Hugo,Almeida,2000-06-09,Pivot,Direita
Carlos,Ribeiro,1995-05-20,Ponta Direita,Esquerda
André,Reis,1996-04-24,Central,Esquerda
Daniel,Nunes,2000-09-21,Lateral Direito,Esquerda
Gonçalo,Reis,1993-12-08,Guarda-Redes,Esquerda
Ricardo,Fernandes,2000-05-30,Lateral Direito,Esquerda
Bruno,Rodrigues,1991-09-11,Guarda-Redes,Esquerda
Eduardo,Ferreira,1994-10-03,Ponta Esquerda,Esquerda
André,Fernandes,2005-10-16,Ponta Esquerda,Direita
Diogo,Rocha,2000-03-01,Central,Esquerda
Miguel,Monteiro,1993-04-05,Guarda-Redes,Direita
Pedro,Pereira,2001-09-26,Pivot,Esquerda
Marco,Santos,1995-03-09,Lateral Esquerdo,Direita
Diogo,Teixeira,2001-10-09,Pivot,Direita
João,Fonseca,1992-09-15,Lateral Direito,Esquerda
Ricardo,Ribeiro,1997-08-02,Lateral Direito,Direita
Vasco,Silva,2003-06-15,Guarda-Redes,Esquerda
Gonçalo,Cardoso,1998-01-10,Lateral Esquerdo,Direita
Ricardo,Henriques,1999-03-31,Lateral Esquerdo,Esquerda
João,Fonseca,1993-01-08,Ponta Direita,Esquerda
Guilherme,Lopes,1993-10-08,Lateral Esquerdo,Esquerda
António,Rocha,2000-06-23,Ponta Direita,Direita
David,Nunes,1995-03-12,Guarda-Redes,Direita
Manuel,Santos,1998-12-22,Lateral Esquerdo,Esquerda
Manuel,Almeida,1995-01-31,Guarda-Redes,Esquerda
Luís,Carvalho,2000-11-15,Central,Esquerda
Daniel,Pinto,1996-03-26,Guarda-Redes,Esquerda
Nuno,Ferreira,1996-11-14,Lateral Direito,Esquerda
Guilherme,Rocha,2003-03-15,Lateral Direito,Direita
Miguel,Rodrigues,2004-02-20,Guarda-Redes,Direita
Hugo,Mendes,1994-09-17,Central,Esquerda
Guilherme,Reis,1991-09-19,Guarda-Redes,Direita
Hugo,Gomes,2000-04-21,Ponta Direita,Direita
Eduardo,Mendes,1997-10-05,Guarda-Redes,Esquerda
Gabriel,Cardoso,1996-02-13,Lateral Direito,Esquerda
Eduardo,Sousa,2005-12-04,Lateral Direito,Esquerda
Marco,Vieira,1998-06-28,Guarda-Redes,Esquerda
Jorge,Teixeira,1992-09-29,Lateral Esquerdo,Esquerda
Carlos,Oliveira,1999-12-27,Ponta Esquerda,Direita
Guilherme,Henriques,1992-01-15,Central,Direita
Pedro,Rocha,2003-03-01,Lateral Direito,Direita
Hugo,Henriques,1994-11-10,Lateral Direito,Esquerda
Tiago,Dias,2000-02-03,Pivot,Direita
Eduardo,Vieira,2000-10-22,Pivot,Direita
António,Henriques,1993-06-03,Ponta Esquerda,Esquerda
Jorge,Monteiro,1994-09-22,Pivot,Esquerda
David,Vieira,2005-05-05,Ponta Direita,Esquerda
Tomás,Marques,1991-04-11,Guarda-Redes,Esquerda
António,Marques,1999-07-20,Lateral Esquerdo,Esquerda
Hugo,Reis,2001-10-27,Ponta Esquerda,Esquerda
Jorge,Pinto,1994-10-07,Central,Esquerda
Jorge,Guerreiro,1996-03-09,Ponta Direita,Esquerda
Vasco,Fernandes,1990-10-05,Lateral Direito,Esquerda
Carlos,Lopes,1992-07-10,Ponta Direita,Esquerda
José,Lopes,2001-04-30,Ponta Direita,Esquerda
Jorge,Oliveira,1997-08-04,Pivot,Direita
Bruno,Guerreiro,1995-08-26,Lateral Direito,Esquerda
Eduardo,Cardoso,2005-01-12,Guarda-Redes,Esquerda
Bruno,Carvalho,1990-05-13,Central,Esquerda
David,Vieira,1992-01-02,Ponta Esquerda,Esquerda
Rafael,Sousa,1995-07-22,Lateral Direito,Esquerda
Tomás,Martins,1996-04-04,Central,Esquerda
Tomás,Vieira,2000-04-24,Lateral Direito,Direita
Daniel,Oliveira,1997-09-20,Lateral Direito,Esquerda
Gonçalo,Dias,1996-07-15,Central,Direita
Diogo,Teixeira,1992-09-05,Ponta Direita,Esquerda
Diogo,Vieira,2002-11-14,Lateral Direito,Direita
João,Pereira,1993-06-20,Lateral Direito,Direita
Jorge,Mendes,1994-08-14,Guarda-Redes,Direita
Manuel,Rodrigues,1999-10-13,Lateral Esquerdo,Esquerda
Gonçalo,Silva,1996-05-13,Pivot,Esquerda
António,Silva,1998-08-12,Central,Direita
Diogo,Teixeira,1990-05-16,Ponta Direita,Direita
Rui,Santos,1999-10-08,Lateral Esquerdo,Esquerda
Nuno,Marques,1993-05-10,Pivot,Direita
Gonçalo,Lopes,2000-05-04,Lateral Esquerdo,Esquerda
Jorge,Santos,1994-08-12,Lateral Direito,Direita
Francisco,Almeida,1993-01-04,Guarda-Redes,Esquerda
Carlos,Rocha,1996-02-02,Lateral Direito,Direita
Tiago,Rocha,2000-10-10,Central,Direita
Tomás,Fonseca,2000-06-24,Central,Esquerda
Guilherme,Rodrigues,1991-08-27,Lateral Esquerdo,Esquerda
Guilherme,Fonseca,1991-02-09,Ponta Esquerda,Direita
António,Rodrigues,1999-08-04,Lateral Esquerdo,Esquerda
João,Teixeira,2005-07-12,Central,Direita
Daniel,Mendes,1994-07-15,Pivot,Direita
Bruno,Teixeira,1990-08-06,Guarda-Redes,Direita
Tomás,Pinto,1999-10-12,Lateral Direito,Esquerda
Ricardo,Rocha,2001-01-20,Lateral Direito,Direita
André,Sousa,2003-06-29,Lateral Direito,Esquerda
Pedro,Carvalho,2001-06-22,Pivot,Direita
Luís,Fernandes,1992-07-22,Pivot,Direita
Hugo,Sousa,1990-07-22,Ponta Direita,Direita
Carlos,Lopes,1993-03-27,Ponta Direita,Esquerda
Carlos,Santos,2004-03-23,Central,Direita
Eduardo,Vieira,1998-04-01,Pivot,Direita
Fernando,Lopes,2000-06-25,Central,Direita
Rafael,Carvalho,1995-08-01,Lateral Direito,Esquerda
David,Marques,2002-05-20,Lateral Esquerdo,Direita
André,Sousa,1991-04-09,Lateral Direito,Esquerda
José,Reis,1998-11-22,Ponta Esquerda,Direita
Fernando,Rodrigues,2002-05-14,Pivot,Direita
Luís,Mendes,1996-10-14,Lateral Esquerdo,Esquerda
José,Fonseca,1998-10-18,Central,Direita
David,Martins,1991-03-31,Guarda-Redes,Direita
Diogo,Vieira,1991-12-21,Lateral Direito,Esquerda
Luís,Cardoso,2005-07-29,Ponta Esquerda,Esquerda
Miguel,Carvalho,2003-10-12,Lateral Esquerdo,Direita
Luís,Fernandes,1993-07-03,Lateral Esquerdo,Esquerda
Guilherme,Rodrigues,1993-10-06,Guarda-Redes,Esquerda
Jorge,Fonseca,1996-07-18,Ponta Esquerda,Esquerda
Daniel,Silva,2005-10-03,Ponta Direita,Direita
Manuel,Costa,1990-08-10,Lateral Esquerdo,Esquerda
Luís,Costa,2001-09-23,Pivot,Esquerda
Miguel,Lopes,1998-08-11,Ponta Direita,Esquerda
Diogo,Martins,1994-08-25,Pivot,Esquerda
Jorge,Teixeira,1991-06-06,Central,Esquerda
Pedro,Rocha,1997-04-21,Lateral Esquerdo,Direita
José,Pinto,1992-11-30,Ponta Esquerda,Esquerda
André,Teixeira,2001-05-04,Lateral Direito,Direita
Pedro,Almeida,2001-12-26,Ponta Esquerda,Esquerda
Miguel,Almeida,1995-06-12,Ponta Direita,Esquerda
Vasco,Correia,2004-07-06,Pivot,Direita
Luís,Sousa,1997-12-16,Central,Esquerda
António,Ribeiro,2000-02-05,Lateral Esquerdo,Direita
Guilherme,Almeida,1998-11-12,Ponta Esquerda,Esquerda
Fernando,Pereira,1996-04-18,Ponta Direita,Direita
Fernando,Santos,1995-08-21,Ponta Esquerda,Esquerda
Diogo,Almeida,1990-08-13,Lateral Esquerdo,Direita
José,Almeida,1994-12-06,Ponta Esquerda,Esquerda
Nuno,Fernandes,1991-03-10,Ponta Direita,Direita
Carlos,Nunes,1996-05-23,Ponta Direita,Direita
Rafael,Dias,2005-01-05,Lateral Direito,Direita
Fernando,Correia,1999-08-19,Pivot,Direita
Francisco,Reis,2003-11-12,Lateral Direito,Direita
Miguel,Rodrigues,1993-11-14,Central,Esquerda
Gabriel,Costa,1999-12-30,Ponta Direita,Esquerda
André,Ribeiro,1997-06-08,Guarda-Redes,Direita
Manuel,Cardoso,2003-10-02,Lateral Direito,Direita
Marco,Almeida,1995-02-18,Pivot,Direita
Carlos,Pinto,2005-02-18,Ponta Esquerda,Esquerda
Paulo,Cardoso,2001-03-26,Lateral Direito,Esquerda
António,Sousa,1994-10-28,Guarda-Redes,Esquerda
Vasco,Marques,1990-05-01,Ponta Direita,Esquerda
Paulo,Henriques,1993-07-08,Pivot,Direita
Ricardo,Cardoso,1990-11-18,Lateral Esquerdo,Direita
Gabriel,Fernandes,1991-11-29,Ponta Direita,Direita
David,Fernandes,2001-10-29,Central,Direita
Pedro,Correia,1999-05-27,Ponta Esquerda,Direita
Paulo,Pereira,2005-01-02,Ponta Esquerda,Esquerda
André,Gomes,1991-09-17,Central,Esquerda
Tiago,Marques,1990-08-05,Ponta Direita,Esquerda
Bruno,Fonseca,1998-08-01,Ponta Direita,Direita
Bruno,Guerreiro,1991-09-23,Lateral Esquerdo,Esquerda
Vasco,Teixeira,1991-03-18,Lateral Esquerdo,Direita
Paulo,Correia,1990-12-21,Ponta Esquerda,Esquerda
Diogo,Pereira,1997-11-25,Lateral Esquerdo,Esquerda
Guilherme,Guerreiro,1992-06-17,Lateral Esquerdo,Esquerda
João,Oliveira,1998-04-01,Lateral Esquerdo,Direita
João,Ribeiro,2004-05-27,Ponta Direita,Esquerda
Miguel,Oliveira,2003-11-27,Central,Direita
David,Monteiro,1997-06-20,Lateral Direito,Direita
Rui,Santos,1991-12-18,Central,Esquerda
David,Rocha,1991-07-20,Lateral Esquerdo,Esquerda
Miguel,Nunes,1998-04-05,Lateral Direito,Esquerda
Tomás,Marques,1994-03-12,Guarda-Redes,Esquerda
António,Gomes,1993-03-09,Lateral Direito,Direita
Diogo,Fernandes,1999-04-08,Lateral Esquerdo,Direita
Tomás,Marques,1997-11-10,Ponta Esquerda,Esquerda
José,Fernandes,2001-12-07,Ponta Direita,Esquerda
Hugo,Carvalho,1994-05-03,Ponta Esquerda,Esquerda
David,Rodrigues,2002-02-04,Guarda-Redes,Esquerda
Paulo,Carvalho,1998-09-03,Pivot,Direita
